"member_number","createDate","itemDescription","purchase_year","purchase_month","purchase_day","purchase_dow"
4060,"2015-12-11",specialty chocolate,,,,
1067,"2015-04-08",hamburger meat,,,,
2840,"2015-01-27",photo film,,,,
4484,"2015-11-27",rolls buns,,,,
2353,"2015-02-07",canned beer,,,,
3130,"2015-02-18",canned beer,,,,
4273,"2015-06-14",other vegetables,,,,
4565,"2015-12-30",canned beer,,,,
2504,"2015-08-14",curd,,,,
4127,"2015-10-23",butter,,,,
2690,"2015-04-01",other vegetables,,,,
4129,"2015-09-22",whole milk,,,,
4511,"2015-06-29",beef,,,,
1602,"2015-08-04",sausage,,,,
4369,"2015-02-01",soda,,,,
1302,"2015-09-29",fruit vegetable juice,,,,
3326,"2015-04-30",rolls buns,,,,
2066,"2015-05-21",pip fruit,,,,
3483,"2015-01-15",frozen vegetables,,,,
2840,"2015-02-12",beverages,,,,
1807,"2015-05-18",hamburger meat,,,,
2067,"2015-08-12",root vegetables,,,,
3783,"2015-02-17",canned beer,,,,
2884,"2015-01-04",frozen vegetables,,,,
2908,"2015-03-15",canned beer,,,,
1330,"2015-07-10",newspapers,,,,
2293,"2015-05-08",rolls buns,,,,
3718,"2015-05-20",hamburger meat,,,,
4338,"2015-01-25",pip fruit,,,,
3486,"2015-11-08",canned beer,,,,
3635,"2015-09-04",grapes,,,,
2857,"2015-02-18",root vegetables,,,,
3684,"2015-08-13",citrus fruit,,,,
3120,"2015-10-20",cling film bags,,,,
1116,"2014-08-11",zwieback,,,,
3422,"2014-07-27",pastry,,,,
4720,"2014-08-24",soft cheese,,,,
1595,"2014-11-09",nut snack,,,,
3776,"2014-02-21",white wine,,,,
1058,"2014-05-24",other vegetables,,,,
